,Filename,Predictions
42,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2607_7.png,Beethoven
43,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2607_8.png,Beethoven
44,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2607_9.png,Beethoven
45,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_0.png,Beethoven
46,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_1.png,Beethoven
47,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_10.png,Beethoven
48,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_11.png,Beethoven
49,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_12.png,Beethoven
50,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_2.png,Beethoven
51,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_3.png,Beethoven
52,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_4.png,Beethoven
53,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_5.png,Beethoven
54,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_6.png,Beethoven
55,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_7.png,Beethoven
56,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_8.png,Beethoven
57,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2608_9.png,Beethoven
58,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_0.png,Beethoven
59,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_1.png,Beethoven
60,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_10.png,Beethoven
61,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_11.png,Beethoven
62,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_12.png,Beethoven
63,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_13.png,Beethoven
64,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_14.png,Beethoven
65,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_15.png,Beethoven
66,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_16.png,Beethoven
67,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_17.png,Beethoven
68,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_2.png,Beethoven
69,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_3.png,Beethoven
70,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_4.png,Beethoven
71,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_5.png,Beethoven
72,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_6.png,Beethoven
73,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_7.png,Beethoven
74,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_8.png,Beethoven
75,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2611_9.png,Beethoven
76,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_0.png,Beethoven
77,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_1.png,Beethoven
78,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_10.png,Beethoven
79,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_11.png,Beethoven
80,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_12.png,Beethoven
81,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_13.png,Beethoven
82,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_14.png,Beethoven
83,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_15.png,Beethoven
84,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_16.png,Beethoven
85,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_17.png,Beethoven
86,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_18.png,Beethoven
87,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_19.png,Beethoven
88,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_2.png,Beethoven
89,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_20.png,Beethoven
90,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_3.png,Beethoven
91,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_4.png,Beethoven
92,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_5.png,Beethoven
93,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_6.png,Beethoven
94,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_7.png,Beethoven
95,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_8.png,Beethoven
96,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2614_9.png,Beethoven
97,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_0.png,Beethoven
98,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_1.png,Beethoven
99,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_10.png,Beethoven
100,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_11.png,Beethoven
101,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_2.png,Beethoven
102,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_3.png,Beethoven
103,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_4.png,Beethoven
104,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_5.png,Beethoven
105,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_6.png,Beethoven
106,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_7.png,Beethoven
107,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_8.png,Beethoven
108,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2618_9.png,Beethoven
109,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_0.png,Beethoven
110,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_1.png,Beethoven
111,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_2.png,Beethoven
112,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_3.png,Beethoven
113,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_4.png,Beethoven
114,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_5.png,Beethoven
115,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2619_6.png,Beethoven
116,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2620_0.png,Beethoven
117,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2620_1.png,Beethoven
118,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2620_2.png,Beethoven
119,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2620_3.png,Beethoven
120,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2620_4.png,Beethoven
121,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_0.png,Beethoven
122,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_1.png,Beethoven
123,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_10.png,Beethoven
124,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_11.png,Beethoven
125,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_12.png,Beethoven
126,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_13.png,Beethoven
127,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_14.png,Beethoven
128,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_15.png,Beethoven
129,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_16.png,Beethoven
130,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_17.png,Beethoven
131,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_18.png,Beethoven
132,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_19.png,Beethoven
133,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_2.png,Beethoven
134,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_20.png,Beethoven
135,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_3.png,Beethoven
136,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_4.png,Beethoven
137,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_5.png,Beethoven
138,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_6.png,Beethoven
139,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_7.png,Beethoven
140,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_8.png,Beethoven
141,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2621_9.png,Beethoven
142,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2622_0.png,Beethoven
143,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2622_1.png,Beethoven
144,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2622_10.png,Beethoven
145,/content/drive/.shortcut-targets-by-id/15qa4hIChQXkeQYo-au1j2OlepLD5nVxo/Newer_correct_cqt_fft_stft/splitted_fft/val/Beethoven/2622_11.png,Beethoven
